Field1,Field2,Field3,Field4,Field5
14441,B,2,2,5
14442,B,2,2,5
14443,B,2,2,5
14444,B,2,2,5
14445,B,2,2,5
14446,B,2,2,5
14447,B,2,2,5
14448,B,2,2,5
14449,B,2,2,5
14450,B,2,2,5
14451,B,2,2,5
14452,B,2,2,5
14453,B,2,2,5
14454,B,2,2,5
14455,B,2,2,5
14456,B,2,2,5
14457,B,2,2,5
14458,B,2,2,5
14459,B,2,2,5
14460,B,2,2,5
14461,B,2,2,5
14462,B,2,2,5
14463,B,2,2,5
14464,B,2,2,5
14465,B,2,2,5
14466,B,2,2,5
14467,B,2,2,5
14468,B,2,2,5
14469,B,2,2,5
14470,B,2,2,5
14471,B,2,2,5
14472,B,2,2,5
14473,B,2,2,5
14474,B,2,2,5
14475,B,2,2,5
14476,B,2,2,5
14477,B,2,2,5
14478,B,2,2,5
14479,B,2,2,5
14480,B,2,2,5
14481,B,2,2,5
14482,B,2,2,5
14483,B,2,2,5
14484,B,2,2,5
14485,B,2,2,5
14486,B,2,2,5
14487,B,2,2,5
14488,B,2,2,5
14489,B,2,2,5
14490,B,2,2,5
14491,B,2,2,5
14492,B,2,2,5
14493,B,2,2,5
14494,B,2,2,5
14495,B,2,2,5
14496,B,2,2,5
14497,B,2,2,5
14498,B,2,2,5
14499,B,2,2,5
14500,B,2,2,5
14501,B,2,2,5
14502,B,2,2,5
14503,B,2,2,5
14504,B,2,2,5
14505,B,2,2,5
14506,B,2,2,5
14507,B,2,2,5
14508,B,2,2,5
14509,B,2,2,5
14510,B,2,2,5
14511,B,2,2,5
14512,B,2,2,5
14513,B,2,2,5
14514,B,2,2,5
14515,B,2,2,5
14516,B,2,2,5
14517,B,2,2,5
14518,B,2,2,5
14519,B,2,2,5
14520,B,2,2,5
14521,B,2,2,5
14522,B,2,2,5
14523,B,2,2,5
14524,B,2,2,5
14525,B,2,2,5
14526,B,2,2,5
14527,B,2,2,5
14528,B,2,2,5
14529,B,2,2,5
14530,B,2,2,5
14531,B,2,2,5
14532,B,2,2,5
14533,B,2,2,5
14534,B,2,2,5
14535,B,2,2,5
14536,B,2,2,5
14537,B,2,2,5
14538,B,2,2,5
14539,B,2,2,5
14540,B,2,2,5
14541,B,2,2,5
14542,B,2,2,5
14543,B,2,2,5
14544,B,2,2,5
14545,B,2,2,5
14546,B,2,2,5
14547,B,2,2,5
14548,B,2,2,5
14549,B,2,2,5
14550,B,2,2,5
14551,B,2,2,5
14552,B,2,2,5
14553,B,2,2,5
14554,B,2,2,5
14555,B,2,2,5
14556,B,2,2,5
14557,B,2,2,5
14558,B,2,2,5
14559,B,2,2,5
14560,B,2,2,5
14561,B,2,2,5
14562,B,2,2,5
14563,B,2,2,5
14564,B,2,2,5
14565,B,2,2,5
14566,B,2,2,5
14567,B,2,2,5
14568,B,2,2,5
14569,B,2,2,5
14570,B,2,2,5
14571,B,2,2,5
14572,B,2,2,5
14573,B,2,2,5
14574,B,2,2,5
14575,B,2,2,5
14576,B,2,2,5
14577,B,2,2,5
14578,B,2,2,5
14579,B,2,2,5
14580,B,2,2,5
14581,B,2,2,5
14582,B,2,2,5
14583,B,2,2,5
14584,B,2,2,5
14585,B,2,2,5
14586,B,2,2,5
14587,B,2,2,5
14588,B,2,2,5
14589,B,2,2,5
14590,B,2,2,5
14591,B,2,2,5
14592,B,2,2,5
14593,B,2,2,5
14594,B,2,2,5
14595,B,2,2,5
14596,B,2,2,5
14597,B,2,2,5
14598,B,2,2,5
14599,B,2,2,5
14600,B,2,2,5
14601,B,2,2,5
14602,B,2,2,5
14603,B,2,2,5
14604,B,2,2,5
14605,B,2,2,5
14606,B,2,2,5
14607,B,2,2,5
14608,B,2,2,5
14609,B,2,2,5
14610,B,2,2,5
14611,B,2,2,5
14612,B,2,2,5
14613,B,2,2,5
14614,B,2,2,5
14615,B,2,2,5
14616,B,2,2,5
14617,B,2,2,5
14618,B,2,2,5
14619,B,2,2,5
14620,B,2,2,5
14621,B,2,2,5
14622,B,2,2,5
14623,B,2,2,5
14624,B,2,2,5
14625,B,2,2,5
14626,B,2,2,5
14627,B,2,2,5
14628,B,2,2,5
14629,B,2,2,5
14630,B,2,2,5
14631,B,2,2,5
14632,B,2,2,5
14633,B,2,2,5
14634,B,2,2,5
14635,B,2,2,5
14636,B,2,2,5
14637,B,2,2,5
14638,B,2,2,5
14639,B,2,2,5
14640,B,2,2,5
14641,B,2,2,5
14642,B,2,2,5
14643,B,2,2,5
14644,B,2,2,5
14645,B,2,2,5
14646,B,2,2,5
14647,B,2,2,5
14648,B,2,2,5
14649,B,2,2,5
14650,B,2,2,5
14651,B,2,2,5
14652,B,2,2,5
14653,B,2,2,5
14654,B,2,2,5
14655,B,2,2,5
14656,B,2,2,5
14657,B,2,2,5
14658,B,2,2,5
14659,B,2,2,5
14660,B,2,2,5
14661,B,2,2,5
14662,B,2,2,5
14663,B,2,2,5
14664,B,2,2,5
14665,B,2,2,5
14666,B,2,2,5
14667,B,2,2,5
14668,B,2,2,5
14669,B,2,2,5
14670,B,2,2,5
14671,B,2,2,5
14672,B,2,2,5
14673,B,2,2,5
14674,B,2,2,5
14675,B,2,2,5
14676,B,2,2,5
14677,B,2,2,5
14678,B,2,2,5
14679,B,2,2,5
14680,B,2,2,5
14681,B,2,2,5
14682,B,2,2,5
14683,B,2,2,5
14684,B,2,2,5
14685,B,2,2,5
14686,B,2,2,5
14687,B,2,2,5
14688,B,2,2,5
14689,B,2,2,5
14690,B,2,2,5
14691,B,2,2,5
14692,B,2,2,5
14693,B,2,2,5
14694,B,2,2,5
14695,B,2,2,5
14696,B,2,2,5
14697,B,2,2,5
14698,B,2,2,5
14699,B,2,2,5
14700,B,2,2,5
14701,B,2,2,5
14702,B,2,2,5
14703,B,2,2,5
14704,B,2,2,5
14705,B,2,2,5
14706,B,2,2,5
14707,B,2,2,5
14708,B,2,2,5
14709,B,2,2,5
14710,B,2,2,5
14711,B,2,2,5
14712,B,2,2,5
14713,B,2,2,5
14714,B,2,2,5
14715,B,2,2,5
14716,B,2,2,5
14717,B,2,2,5
14718,B,2,2,5
14719,B,2,2,5
14720,B,2,2,5
14721,B,2,2,5
14722,B,2,2,5
14723,B,2,2,5
14724,B,2,2,5
14725,B,2,2,5
14726,B,2,2,5
14727,B,2,2,5
14728,B,2,2,5
14729,B,2,2,5
14730,B,2,2,5
14731,B,2,2,5
14732,B,2,2,5
14733,B,2,2,5
14734,B,2,2,5
14735,B,2,2,5
14736,B,2,2,5
14737,B,2,2,5
14738,B,2,2,5
14739,B,2,2,5
14740,B,2,2,5
14741,B,2,2,5
14742,B,2,2,5
14743,B,2,2,5
14744,B,2,2,5
14745,B,2,2,5
14746,B,2,2,5
14747,B,2,2,5
14748,B,2,2,5
14749,B,2,2,5
14750,B,2,2,5
14751,B,2,2,5
14752,B,2,2,5
14753,B,2,2,5
14754,B,2,2,5
14755,B,2,2,5
14756,B,2,2,5
14757,B,2,2,5
14758,B,2,2,5
14759,B,2,2,5
14760,B,2,2,5
14761,B,2,2,5
14762,B,2,2,5
14763,B,2,2,5
14764,B,2,2,5
14765,B,2,2,5
14766,B,2,2,5
14767,B,2,2,5
14768,B,2,2,5
14769,B,2,2,5
14770,B,2,2,5
14771,B,2,2,5
14772,B,2,2,5
14773,B,2,2,5
14774,B,2,2,5
14775,B,2,2,5
14776,B,2,2,5
14777,B,2,2,5
14778,B,2,2,5
14779,B,2,2,5
14780,B,2,2,5
14781,B,2,2,5
14782,B,2,2,5
14783,B,2,2,5
14784,B,2,2,5
14785,B,2,2,5
14786,B,2,2,5
14787,B,2,2,5
14788,B,2,2,5
14789,B,2,2,5
14790,B,2,2,5
14791,B,2,2,5
14792,B,2,2,5
14793,B,2,2,5
14794,B,2,2,5
14795,B,2,2,5
14796,B,2,2,5
14797,B,2,2,5
14798,B,2,2,5
14799,B,2,2,5
14800,B,2,2,5
14801,B,2,2,5
14802,B,2,2,5
14803,B,2,2,5
14804,B,2,2,5
14805,B,2,2,5
14806,B,2,2,5
14807,B,2,2,5
14808,B,2,2,5
14809,B,2,2,5
14810,B,2,2,5
14811,B,2,2,5
14812,B,2,2,5
14813,B,2,2,5
14814,B,2,2,5
14815,B,2,2,5
14816,B,2,2,5
14817,B,2,2,5
14818,B,2,2,5
14819,B,2,2,5
14820,B,2,2,5
14821,B,2,2,5
14822,B,2,2,5
14823,B,2,2,5
14824,B,2,2,5
14825,B,2,2,5
14826,B,2,2,5
14827,B,2,2,5
14828,B,2,2,5
14829,B,2,2,5
14830,B,2,2,5
14831,B,2,2,5
14832,B,2,2,5
14833,B,2,2,5
14834,B,2,2,5
14835,B,2,2,5
14836,B,2,2,5
14837,B,2,2,5
14838,B,2,2,5
14839,B,2,2,5
14840,B,2,2,5
14841,B,2,2,5
14842,B,2,2,5
14843,B,2,2,5
14844,B,2,2,5
14845,B,2,2,5
14846,B,2,2,5
14847,B,2,2,5
14848,B,2,2,5
14849,B,2,2,5
14850,B,2,2,5
14851,B,2,2,5
14852,B,2,2,5
14853,B,2,2,5
14854,B,2,2,5
14855,B,2,2,5
14856,B,2,2,5
14857,B,2,2,5
14858,B,2,2,5
14859,B,2,2,5
14860,B,2,2,5
14861,B,2,2,5
14862,B,2,2,5
14863,B,2,2,5
14864,B,2,2,5
14865,B,2,2,5
14866,B,2,2,5
14867,B,2,2,5
14868,B,2,2,5
14869,B,2,2,5
14870,B,2,2,5
14871,B,2,2,5
14872,B,2,2,5
14873,B,2,2,5
14874,B,2,2,5
14875,B,2,2,5
14876,B,2,2,5
14877,B,2,2,5
14878,B,2,2,5
14879,B,2,2,5
14880,B,2,2,5
14881,B,2,2,5
14882,B,2,2,5
14883,B,2,2,5
14884,B,2,2,5
14885,B,2,2,5
14886,B,2,2,5
14887,B,2,2,5
14888,B,2,2,5
14889,B,2,2,5
14890,B,2,2,5
14891,B,2,2,5
14892,B,2,2,5
14893,B,2,2,5
14894,B,2,2,5
14895,B,2,2,5
14896,B,2,2,5
14897,B,2,2,5
14898,B,2,2,5
14899,B,2,2,5
14900,B,2,2,5
14901,B,2,2,5
14902,B,2,2,5
14903,B,2,2,5
14904,B,2,2,5
14905,B,2,2,5
14906,B,2,2,5
14907,B,2,2,5
14908,B,2,2,5
14909,B,2,2,5
14910,B,2,2,5
14911,B,2,2,5
14912,B,2,2,5
14913,B,2,2,5
14914,B,2,2,5
14915,B,2,2,5
14916,B,2,2,5
14917,B,2,2,5
14918,B,2,2,5
14919,B,2,2,5
14920,B,2,2,5
14921,B,2,2,5
14922,B,2,2,5
14923,B,2,2,5
14924,B,2,2,5
14925,B,2,2,5
14926,B,2,2,5
14927,B,2,2,5
14928,B,2,2,5
14929,B,2,2,5
14930,B,2,2,5
14931,B,2,2,5
14932,B,2,2,5
14933,B,2,2,5
14934,B,2,2,5
14935,B,2,2,5
14936,B,2,2,5
14937,B,2,2,5
14938,B,2,2,5
14939,B,2,2,5
14940,B,2,2,5
14941,B,2,2,5
14942,B,2,2,5
14943,B,2,2,5
14944,B,2,2,5
14945,B,2,2,5
14946,B,2,2,5
14947,B,2,2,5
14948,B,2,2,5
14949,B,2,2,5
14950,B,2,2,5
14951,B,2,2,5
14952,B,2,2,5
14953,B,2,2,5
14954,B,2,2,5
14955,B,2,2,5
14956,B,2,2,5
14957,B,2,2,5
14958,B,2,2,5
14959,B,2,2,5
14960,B,2,2,5
14961,B,2,2,5
14962,B,2,2,5
14963,B,2,2,5
14964,B,2,2,5
14965,B,2,2,5
14966,B,2,2,5
14967,B,2,2,5
14968,B,2,2,5
14969,B,2,2,5
14970,B,2,2,5
14971,B,2,2,5
14972,B,2,2,5
14973,B,2,2,5
14974,B,2,2,5
14975,B,2,2,5
14976,B,2,2,5
14977,B,2,2,5
14978,B,2,2,5
14979,B,2,2,5
14980,B,2,2,5
14981,B,2,2,5
14982,B,2,2,5
14983,B,2,2,5
14984,B,2,2,5
14985,B,2,2,5
14986,B,2,2,5
14987,B,2,2,5
14988,B,2,2,5
14989,B,2,2,5
14990,B,2,2,5
14991,B,2,2,5
14992,B,2,2,5
14993,B,2,2,5
14994,B,2,2,5
14995,B,2,2,5
14996,B,2,2,5
14997,B,2,2,5
14998,B,2,2,5
14999,B,2,2,5
15000,B,2,2,5
15001,B,2,2,5
15002,B,2,2,5
15003,B,2,2,5
15004,B,2,2,5
15005,B,2,2,5
15006,B,2,2,5
15007,B,2,2,5
15008,B,2,2,5
15009,B,2,2,5
15010,B,2,2,5
15011,B,2,2,5
15012,B,2,2,5
15013,B,2,2,5
15014,B,2,2,5
15015,B,2,2,5
15016,B,2,2,5
15017,B,2,2,5
15018,B,2,2,5
15019,B,2,2,5
15020,B,2,2,5
15021,B,2,2,5
15022,B,2,2,5
15023,B,2,2,5
15024,B,2,2,5
15025,B,2,2,5
15026,B,2,2,5
15027,B,2,2,5
15028,B,2,2,5
15029,B,2,2,5
15030,B,2,2,5
15031,B,2,2,5
15032,B,2,2,5
15033,B,2,2,5
15034,B,2,2,5
15035,B,2,2,5
15036,B,2,2,5
15037,B,2,2,5
15038,B,2,2,5
15039,B,2,2,5
15040,B,2,2,5
15041,B,2,2,5
15042,B,2,2,5
15043,B,2,2,5
15044,B,2,2,5
15045,B,2,2,5
15046,B,2,2,5
15047,B,2,2,5
15048,B,2,2,5
15049,B,2,2,5
15050,B,2,2,5
15051,B,2,2,5
15052,B,2,2,5
15053,B,2,2,5
15054,B,2,2,5
15055,B,2,2,5
15056,B,2,2,5
15057,B,2,2,5
15058,B,2,2,5
15059,B,2,2,5
15060,B,2,2,5
15061,B,2,2,5
15062,B,2,2,5
15063,B,2,2,5
15064,B,2,2,5
15065,B,2,2,5
15066,B,2,2,5
15067,B,2,2,5
15068,B,2,2,5
15069,B,2,2,5
15070,B,2,2,5
15071,B,2,2,5
15072,B,2,2,5
15073,B,2,2,5
15074,B,2,2,5
15075,B,2,2,5
15076,B,2,2,5
15077,B,2,2,5
15078,B,2,2,5
15079,B,2,2,5
15080,B,2,2,5
15081,B,2,2,5
15082,B,2,2,5
15083,B,2,2,5
15084,B,2,2,5
15085,B,2,2,5
15086,B,2,2,5
15087,B,2,2,5
15088,B,2,2,5
15089,B,2,2,5
15090,B,2,2,5
15091,B,2,2,5
15092,B,2,2,5
15093,B,2,2,5
15094,B,2,2,5
15095,B,2,2,5
15096,B,2,2,5
15097,B,2,2,5
15098,B,2,2,5
15099,B,2,2,5
15100,B,2,2,5
15101,B,2,2,5
15102,B,2,2,5
15103,B,2,2,5
15104,B,2,2,5
15105,B,2,2,5
15106,B,2,2,5
15107,B,2,2,5
15108,B,2,2,5
15109,B,2,2,5
15110,B,2,2,5
15111,B,2,2,5
15112,B,2,2,5
15113,B,2,2,5
15114,B,2,2,5
15115,B,2,2,5
15116,B,2,2,5
15117,B,2,2,5
15118,B,2,2,5
15119,B,2,2,5
15120,B,2,2,5
15121,B,2,2,5
15122,B,2,2,5
15123,B,2,2,5
15124,B,2,2,5
15125,B,2,2,5
15126,B,2,2,5
15127,B,2,2,5
15128,B,2,2,5
15129,B,2,2,5
15130,B,2,2,5
15131,B,2,2,5
15132,B,2,2,5
15133,B,2,2,5
15134,B,2,2,5
15135,B,2,2,5
15136,B,2,2,5
15137,B,2,2,5
15138,B,2,2,5
15139,B,2,2,5
15140,B,2,2,5
15141,B,2,2,5
15142,B,2,2,5
15143,B,2,2,5
15144,B,2,2,5
15145,B,2,2,5
15146,B,2,2,5
15147,B,2,2,5
15148,B,2,2,5
15149,B,2,2,5
15150,B,2,2,5
15151,B,2,2,5
15152,B,2,2,5
15153,B,2,2,5
15154,B,2,2,5
15155,B,2,2,5
15156,B,2,2,5
15157,B,2,2,5
15158,B,2,2,5
15159,B,2,2,5
15160,B,2,2,5
15161,B,2,2,5
15162,B,2,2,5
15163,B,2,2,5
15164,B,2,2,5
15165,B,2,2,5
15166,B,2,2,5
15167,B,2,2,5
15168,B,2,2,5
15169,B,2,2,5
15170,B,2,2,5
15171,B,2,2,5
15172,B,2,2,5
15173,B,2,2,5
15174,B,2,2,5
15175,B,2,2,5
15176,B,2,2,5
15177,B,2,2,5
15178,B,2,2,5
15179,B,2,2,5
15180,B,2,2,5
15181,B,2,2,5
15182,B,2,2,5
15183,B,2,2,5
15184,B,2,2,5
15185,B,2,2,5
15186,B,2,2,5
15187,B,2,2,5
15188,B,2,2,5
15189,B,2,2,5
15190,B,2,2,5
15191,B,2,2,5
15192,B,2,2,5
15193,B,2,2,5
15194,B,2,2,5
15195,B,2,2,5
15196,B,2,2,5
15197,B,2,2,5
15198,B,2,2,5
15199,B,2,2,5
15200,B,2,2,5
15201,B,2,2,5
15202,B,2,2,5
15203,B,2,2,5
15204,B,2,2,5
15205,B,2,2,5
15206,B,2,2,5
15207,B,2,2,5
15208,B,2,2,5
15209,B,2,2,5
15210,B,2,2,5
15211,B,2,2,5
15212,B,2,2,5
15213,B,2,2,5
15214,B,2,2,5
15215,B,2,2,5
15216,B,2,2,5
15217,B,2,2,5
15218,B,2,2,5
15219,B,2,2,5
15220,B,2,2,5
15221,B,2,2,5
15222,B,2,2,5
15223,B,2,2,5
15224,B,2,2,5
15225,B,2,2,5
15226,B,2,2,5
15227,B,2,2,5
15228,B,2,2,5
15229,B,2,2,5
15230,B,2,2,5
15231,B,2,2,5
15232,B,2,2,5
15233,B,2,2,5
15234,B,2,2,5
15235,B,2,2,5
15236,B,2,2,5
15237,B,2,2,5
15238,B,2,2,5
15239,B,2,2,5
15240,B,2,2,5
15241,B,2,2,5
15242,B,2,2,5
15243,B,2,2,5
15244,B,2,2,5
15245,B,2,2,5
15246,B,2,2,5
15247,B,2,2,5
15248,B,2,2,5
15249,B,2,2,5
15250,B,2,2,5
15251,B,2,2,5
15252,B,2,2,5
15253,B,2,2,5
15254,B,2,2,5
15255,B,2,2,5
15256,B,2,2,5
15257,B,2,2,5
15258,B,2,2,5
15259,B,2,2,5
15260,B,2,2,5
15261,B,2,2,5
15262,B,2,2,5
15263,B,2,2,5
15264,B,2,2,5
15265,B,2,2,5
15266,B,2,2,5
15267,B,2,2,5
15268,B,2,2,5
15269,B,2,2,5
15270,B,2,2,5
15271,B,2,2,5
15272,B,2,2,5
15273,B,2,2,5
15274,B,2,2,5
15275,B,2,2,5
15276,B,2,2,5
15277,B,2,2,5
15278,B,2,2,5
15279,B,2,2,5
15280,B,2,2,5
15281,B,2,2,5
15282,B,2,2,5
15283,B,2,2,5
15284,B,2,2,5
15285,B,2,2,5
15286,B,2,2,5
15287,B,2,2,5
15288,B,2,2,5
15289,B,2,2,5
15290,B,2,2,5
15291,B,2,2,5
15292,B,2,2,5
15293,B,2,2,5
15294,B,2,2,5
15295,B,2,2,5
15296,B,2,2,5
15297,B,2,2,5
15298,B,2,2,5
15299,B,2,2,5
15300,B,2,2,5
15301,B,2,2,5
15302,B,2,2,5
15303,B,2,2,5
15304,B,2,2,5
15305,B,2,2,5
15306,B,2,2,5
15307,B,2,2,5
15308,B,2,2,5
15309,B,2,2,5
15310,B,2,2,5
15311,B,2,2,5
15312,B,2,2,5
15313,B,2,2,5
15314,B,2,2,5
15315,B,2,2,5
15316,B,2,2,5
15317,B,2,2,5
15318,B,2,2,5
15319,B,2,2,5
15320,B,2,2,5
15321,B,2,2,5
15322,B,2,2,5
15323,B,2,2,5
15324,B,2,2,5
15325,B,2,2,5
15326,B,2,2,5
15327,B,2,2,5
15328,B,2,2,5
15329,B,2,2,5
15330,B,2,2,5
15331,B,2,2,5
15332,B,2,2,5
15333,B,2,2,5
15334,B,2,2,5
15335,B,2,2,5
15336,B,2,2,5
15337,B,2,2,5
15338,B,2,2,5
15339,B,2,2,5
15340,B,2,2,5
15341,B,2,2,5
15342,B,2,2,5
15343,B,2,2,5
15344,B,2,2,5
15345,B,2,2,5
15346,B,2,2,5
15347,B,2,2,5
15348,B,2,2,5
15349,B,2,2,5
15350,B,2,2,5
15351,B,2,2,5
15352,B,2,2,5
15353,B,2,2,5
15354,B,2,2,5
15355,B,2,2,5
15356,B,2,2,5
15357,B,2,2,5
15358,B,2,2,5
15359,B,2,2,5
15360,B,2,2,5
15361,B,2,2,5
15362,B,2,2,5
15363,B,2,2,5
15364,B,2,2,5
15365,B,2,2,5
15366,B,2,2,5
15367,B,2,2,5
15368,B,2,2,5
15369,B,2,2,5
15370,B,2,2,5
15371,B,2,2,5
15372,B,2,2,5
15373,B,2,2,5
15374,B,2,2,5
15375,B,2,2,5
15376,B,2,2,5
15377,B,2,2,5
15378,B,2,2,5
15379,B,2,2,5
15380,B,2,2,5
15381,B,2,2,5
15382,B,2,2,5
15383,B,2,2,5
15384,B,2,2,5
15385,B,2,2,5
15386,B,2,2,5
15387,B,2,2,5
15388,B,2,2,5
15389,B,2,2,5
15390,B,2,2,5
15391,B,2,2,5
15392,B,2,2,5
15393,B,2,2,5
15394,B,2,2,5
15395,B,2,2,5
15396,B,2,2,5
15397,B,2,2,5
15398,B,2,2,5
15399,B,2,2,5
15400,B,2,2,5
15401,B,2,2,5
15402,B,2,2,5
15403,B,2,2,5
15404,B,2,2,5
15405,B,2,2,5
15406,B,2,2,5
15407,B,2,2,5
15408,B,2,2,5
15409,B,2,2,5
15410,B,2,2,5
15411,B,2,2,5
15412,B,2,2,5
15413,B,2,2,5
15414,B,2,2,5
15415,B,2,2,5
15416,B,2,2,5
15417,B,2,2,5
15418,B,2,2,5
15419,B,2,2,5
15420,B,2,2,5
15421,B,2,2,5
15422,B,2,2,5
15423,B,2,2,5
15424,B,2,2,5
15425,B,2,2,5
15426,B,2,2,5
15427,B,2,2,5
15428,B,2,2,5
15429,B,2,2,5
15430,B,2,2,5
15431,B,2,2,5
15432,B,2,2,5
15433,B,2,2,5
15434,B,2,2,5
15435,B,2,2,5
15436,B,2,2,5
15437,B,2,2,5
15438,B,2,2,5
15439,B,2,2,5
15440,B,2,2,5
15441,B,2,2,5
15442,B,2,2,5
15443,B,2,2,5
15444,B,2,2,5
15445,B,2,2,5
15446,B,2,2,5
15447,B,2,2,5
15448,B,2,2,5
15449,B,2,2,5
15450,B,2,2,5
15451,B,2,2,5
15452,B,2,2,5
15453,B,2,2,5
15454,B,2,2,5
15455,B,2,2,5
15456,B,2,2,5
15457,B,2,2,5
15458,B,2,2,5
15459,B,2,2,5
15460,B,2,2,5
15461,B,2,2,5
15462,B,2,2,5
15463,B,2,2,5
15464,B,2,2,5
15465,B,2,2,5
15466,B,2,2,5
15467,B,2,2,5
15468,B,2,2,5
15469,B,2,2,5
15470,B,2,2,5
15471,B,2,2,5
15472,B,2,2,5
15473,B,2,2,5
15474,B,2,2,5
15475,B,2,2,5
15476,B,2,2,5
15477,B,2,2,5
15478,B,2,2,5
15479,B,2,2,5
15480,B,2,2,5
15481,B,2,2,5
15482,B,2,2,5
15483,B,2,2,5
15484,B,2,2,5
15485,B,2,2,5
15486,B,2,2,5
15487,B,2,2,5
15488,B,2,2,5
15489,B,2,2,5
15490,B,2,2,5
15491,B,2,2,5
15492,B,2,2,5
15493,B,2,2,5
15494,B,2,2,5
15495,B,2,2,5
15496,B,2,2,5
15497,B,2,2,5
15498,B,2,2,5
15499,B,2,2,5
15500,B,2,2,5
15501,B,2,2,5
15502,B,2,2,5
15503,B,2,2,5
15504,B,2,2,5
15505,B,2,2,5
15506,B,2,2,5
15507,B,2,2,5
15508,B,2,2,5
15509,B,2,2,5
15510,B,2,2,5
15511,B,2,2,5
15512,B,2,2,5
15513,B,2,2,5
15514,B,2,2,5
15515,B,2,2,5
15516,B,2,2,5
15517,B,2,2,5
15518,B,2,2,5
15519,B,2,2,5
15520,B,2,2,5
15521,B,2,2,5
15522,B,2,2,5
15523,B,2,2,5
15524,B,2,2,5
15525,B,2,2,5
15526,B,2,2,5
15527,B,2,2,5
15528,B,2,2,5
15529,B,2,2,5
15530,B,2,2,5
15531,B,2,2,5
15532,B,2,2,5
15533,B,2,2,5
15534,B,2,2,5
15535,B,2,2,5
15536,B,2,2,5
15537,B,2,2,5
15538,B,2,2,5
15539,B,2,2,5
15540,B,2,2,5
15541,B,2,2,5
15542,B,2,2,5
15543,B,2,2,5
15544,B,2,2,5
15545,B,2,2,5
15546,B,2,2,5
15547,B,2,2,5
15548,B,2,2,5
15549,B,2,2,5
15550,B,2,2,5
15551,B,2,2,5
15552,B,2,2,5
15553,B,2,2,5
15554,B,2,2,5
15555,B,2,2,5
15556,B,2,2,5
15557,B,2,2,5
15558,B,2,2,5
15559,B,2,2,5
15560,B,2,2,5
15561,B,2,2,5
15562,B,2,2,5
15563,B,2,2,5
15564,B,2,2,5
15565,B,2,2,5
15566,B,2,2,5
15567,B,2,2,5
15568,B,2,2,5
15569,B,2,2,5
15570,B,2,2,5
15571,B,2,2,5
15572,B,2,2,5
15573,B,2,2,5
15574,B,2,2,5
15575,B,2,2,5
15576,B,2,2,5
15577,B,2,2,5
15578,B,2,2,5
15579,B,2,2,5
15580,B,2,2,5
15581,B,2,2,5
15582,B,2,2,5
15583,B,2,2,5
15584,B,2,2,5
15585,B,2,2,5
15586,B,2,2,5
15587,B,2,2,5
15588,B,2,2,5
15589,B,2,2,5
15590,B,2,2,5
15591,B,2,2,5
15592,B,2,2,5
15593,B,2,2,5
15594,B,2,2,5
15595,B,2,2,5
15596,B,2,2,5
15597,B,2,2,5
15598,B,2,2,5
15599,B,2,2,5
15600,B,2,2,5
15601,B,2,2,5
15602,B,2,2,5
15603,B,2,2,5
15604,B,2,2,5
15605,B,2,2,5
15606,B,2,2,5
15607,B,2,2,5
15608,B,2,2,5
15609,B,2,2,5
15610,B,2,2,5
15611,B,2,2,5
15612,B,2,2,5
15613,B,2,2,5
15614,B,2,2,5
15615,B,2,2,5
15616,B,2,2,5
15617,B,2,2,5
15618,B,2,2,5
15619,B,2,2,5
15620,B,2,2,5
15621,B,2,2,5
15622,B,2,2,5
15623,B,2,2,5
15624,B,2,2,5
15625,B,2,2,5
15626,B,2,2,5
15627,B,2,2,5
15628,B,2,2,5
15629,B,2,2,5
15630,B,2,2,5
15631,B,2,2,5
15632,B,2,2,5
15633,B,2,2,5
15634,B,2,2,5
15635,B,2,2,5
15636,B,2,2,5
15637,B,2,2,5
15638,B,2,2,5
15639,B,2,2,5
15640,B,2,2,5
15641,B,2,2,5
15642,B,2,2,5
15643,B,2,2,5
15644,B,2,2,5
15645,B,2,2,5
15646,B,2,2,5
15647,B,2,2,5
15648,B,2,2,5
15649,B,2,2,5
15650,B,2,2,5
15651,B,2,2,5
15652,B,2,2,5
15653,B,2,2,5
15654,B,2,2,5
15655,B,2,2,5
15656,B,2,2,5
15657,B,2,2,5
15658,B,2,2,5
15659,B,2,2,5
15660,B,2,2,5
15661,B,2,2,5
15662,B,2,2,5
15663,B,2,2,5
15664,B,2,2,5
15665,B,2,2,5
15666,B,2,2,5
15667,B,2,2,5
15668,B,2,2,5
15669,B,2,2,5
15670,B,2,2,5
15671,B,2,2,5
15672,B,2,2,5
15673,B,2,2,5
15674,B,2,2,5
15675,B,2,2,5
15676,B,2,2,5
15677,B,2,2,5
15678,B,2,2,5
15679,B,2,2,5
15680,B,2,2,5
15681,B,2,2,5
15682,B,2,2,5
15683,B,2,2,5
15684,B,2,2,5
15685,B,2,2,5
15686,B,2,2,5
15687,B,2,2,5
15688,B,2,2,5
15689,B,2,2,5
15690,B,2,2,5
15691,B,2,2,5
15692,B,2,2,5
15693,B,2,2,5
15694,B,2,2,5
15695,B,2,2,5
15696,B,2,2,5
15697,B,2,2,5
15698,B,2,2,5
15699,B,2,2,5
15700,B,2,2,5
15701,B,2,2,5
15702,B,2,2,5
15703,B,2,2,5
15704,B,2,2,5
15705,B,2,2,5
15706,B,2,2,5
15707,B,2,2,5
15708,B,2,2,5
15709,B,2,2,5
15710,B,2,2,5
